county,fips_code,pop_density,state,total_pop
Jefferson County,5069,31.2545147992963,Arkansas,70424
Johnson County,5071,15.3829203617191,Arkansas,26291
Lafayette County,5073,5.05379689323219,Arkansas,6915
Lawrence County,5075,10.9528948256261,Arkansas,16669
Lee County,5077,6.02134153344286,Arkansas,9398
Lincoln County,5079,9.41600591939292,Arkansas,13695
Little River County,5081,9.0075425884187,Arkansas,12417
Logan County,5083,11.8629638442172,Arkansas,21757
Lonoke County,5085,36.1639717692876,Arkansas,72206
Madison County,5087,7.44015438511027,Arkansas,16076
Marion County,5089,10.6318471099612,Arkansas,16438
Miller County,5091,27.0012527090477,Arkansas,43759
Mississippi County,5093,18.3628578105964,Arkansas,42831
Monroe County,5095,4.60991267149704,Arkansas,7249
Montgomery County,5097,4.45236901326667,Arkansas,8993
Nevada County,5099,5.27436382601417,Arkansas,8440
Newton County,5101,3.69118925414889,Arkansas,7848
Ouachita County,5103,12.7014153173494,Arkansas,24106
Perry County,5105,7.22554351013243,Arkansas,10322
Phillips County,5107,10.564647735084,Arkansas,19034
Pike County,5109,6.94773718149417,Arkansas,10808
Poinsett County,5111,12.2465242873351,Arkansas,24054
Polk County,5113,9.07677870323286,Arkansas,20163
Pope County,5115,30.2430486280974,Arkansas,63644
Prairie County,5117,4.91293433526316,Arkansas,8244
Pulaski County,5119,200.176589143304,Arkansas,393463
Randolph County,5121,10.4205924256624,Arkansas,17603
St. Francis County,5123,15.992627689366,Arkansas,26294
Saline County,5125,62.9724850422285,Arkansas,118009
Scott County,5127,4.51826611649416,Arkansas,10442
Searcy County,5129,4.59257233092457,Arkansas,7923
Sebastian County,5131,92.5238426086721,Arkansas,127461
Sevier County,5133,11.7464133536446,Arkansas,17193
Sharp County,5135,10.8868904747869,Arkansas,17043
Stone County,5137,7.92446396870105,Arkansas,12446
Union County,5139,14.7617220923788,Arkansas,39732
Van Buren County,5141,9.07626814122767,Arkansas,16684
Washington County,5143,93.666958051026,Arkansas,228529
White County,5145,29.3951316053397,Arkansas,78804
Woodruff County,5147,4.38237679654509,Arkansas,6660
Yell County,5149,8.95499844667949,Arkansas,21573
Alameda County,6001,860.757074949889,California,1643700
Alpine County,6003,0.599280665532869,California,1146
Amador County,6005,24.5653452622911,California,37829
Butte County,6007,53.5751590644998,California,227075
Calaveras County,6009,17.1226058066131,California,45235
Colusa County,6011,7.20188011858262,California,21464
Contra Costa County,6013,610.18029042211,California,1133247
Del Norte County,6015,10.5229311101377,California,27424
El Dorado County,6017,42.1995800073241,California,186661
Fresno County,6019,63.385677357634,California,978130
Glenn County,6021,8.19738055888046,California,27897
Humboldt County,6023,14.691077966102,California,135768
Imperial County,6025,16.6599907311579,California,180216
Inyo County,6027,0.685856010703446,California,18085
Kern County,6029,41.9254523115261,California,883053
Kings County,6031,41.6772679528691,California,150075
Lake County,6033,19.7113764136146,California,64148
Lassen County,6035,2.65142146128389,California,31185
Los Angeles County,6037,960.742777931457,California,10098052
Madera County,6039,28.0078977064307,California,155013
Marin County,6041,193.100506119398,California,260295
Mariposa County,6043,4.67425188076992,California,17540
Mendocino County,6045,9.62646104875624,California,87422
Merced County,6047,53.6722217568114,California,269075
Modoc County,6049,0.881376108971028,California,8938
Mono County,6051,1.79489551715331,California,14174
Monterey County,6053,50.96841445171,California,433212
Napa County,6055,72.5086277243729,California,140530
Nevada County,6057,39.9469911989279,California,99092
Orange County,6059,1541.02666980495,California,3164182
Placer County,6061,104.292831368025,California,380077
Plumas County,6063,2.82786846414243,California,18699
Riverside County,6065,127.688110556421,California,2383286
Sacramento County,6067,603.890619071814,California,1510023
San Benito County,6069,16.5200880730115,California,59416
San Bernardino County,6071,41.1012855543107,California,2135413
San Diego County,6073,302.994150305114,California,3302833
San Francisco County,6075,7168.19047136798,California,870044
San Joaquin County,6077,203.038981826007,California,732212
San Luis Obispo County,6079,32.9240586038183,California,281455
San Mateo County,6081,659.174654397823,California,765935
Santa Barbara County,6083,62.6396741228866,California,443738
Santa Clara County,6085,574.838369914046,California,1922200
Santa Cruz County,6087,237.4646580113,California,273765
Shasta County,6089,18.3146641718097,California,179085
Sierra County,6091,1.18686208307387,California,2930
Siskiyou County,6093,2.67741844120691,California,43540
Solano County,6095,206.044405695356,California,438530
Sonoma County,6097,122.826924488507,California,501317
Stanislaus County,6099,139.186562675731,California,539301
Sutter County,6101,61.434887291893,California,95872
Tehama County,6103,8.29681881417861,California,63373
Trinity County,6105,1.56200946498919,California,12862
Tulare County,6107,36.8526563166655,California,460477
Tuolumne County,6109,9.37608758713074,California,53932
Ventura County,6111,177.727919348574,California,848112
Yolo County,6113,81.7980055842152,California,214977
Yuba County,6115,46.119104087607,California,75493
Adams County,8001,164.575308235169,Colorado,497115
Alamosa County,8003,8.78669511017409,Colorado,16444
Arapahoe County,8005,308.071715415546,Colorado,636671
Archuleta County,8007,3.69147125917798,Colorado,12908
Baca County,8009,0.538428945812222,Colorado,3563
Bent County,8011,1.48254766278441,Colorado,5809
Boulder County,8013,170.643529909384,Colorado,321030
Broomfield County,8014,773.525167574892,Colorado,66120
Chaffee County,8015,7.30136222312035,Colorado,19164
Cheyenne County,8017,0.442710948941876,Colorado,2039
Clear Creek County,8019,9.16310080562258,Colorado,9379
Conejos County,8021,2.44178525659461,Colorado,8142
Costilla County,8023,1.15963368911054,Colorado,3687
Crowley County,8025,2.76057813517921,Colorado,5630
Custer County,8027,2.42546915025166,Colorado,4640
Delta County,8029,10.2586286729205,Colorado,30346
Denver County,8031,1746.53366714867,Colorado,693417
Dolores County,8033,0.666073672479796,Colorado,1841
Douglas County,8035,151.000972693866,Colorado,328614
Eagle County,8037,12.4593103420182,Colorado,54357
Elbert County,8039,5.24903393675943,Colorado,25162
El Paso County,8041,124.925568993339,Colorado,688153
Fremont County,8043,11.8373137641951,Colorado,47002
Garfield County,8045,7.6679579582708,Colorado,58538
Gilpin County,8047,15.2590354959424,Colorado,5924
Grand County,8049,3.15039299270629,Colorado,15066
Gunnison County,8051,1.97119246338176,Colorado,16537
Hinsdale County,8053,0.303426738221774,Colorado,878
Huerfano County,8055,1.5975222719315,Colorado,6583
Jackson County,8057,0.310082693508281,Colorado,1296
Jefferson County,8059,288.167016396746,Colorado,570427
Kiowa County,8061,0.316472036724453,Colorado,1449
Kit Carson County,8063,1.36424502329567,Colorado,7635
Lake County,8065,7.76979788292112,Colorado,7585
La Plata County,8067,12.5901343204326,Colorado,55101
Larimer County,8069,50.2990608716236,Colorado,338161
Las Animas County,8071,1.14699636757317,Colorado,14179
Lincoln County,8073,0.83101679674741,Colorado,5548
Logan County,8075,4.55464865144205,Colorado,21689
Mesa County,8077,17.39732685219,Colorado,149998
Mineral County,8079,0.362841330466255,Colorado,823
Moffat County,8081,1.06308992422275,Colorado,13060
Montezuma County,8083,4.92947296820681,Colorado,25909
Montrose County,8085,7.11023991899686,Colorado,41268
Morgan County,8087,8.52027689338592,Colorado,28257
Otero County,8089,5.60667698473707,Colorado,18325
Ouray County,8091,3.3663183939861,Colorado,4722
Park County,8093,3.06079632299723,Colorado,17392
Phillips County,8095,2.42349411979253,Colorado,4318
Pitkin County,8097,7.12340999435082,Colorado,17909
Prowers County,8099,2.84015614595943,Colorado,12052
Pueblo County,8101,26.6484169021727,Colorado,164685
Rio Blanco County,8103,0.774968454942006,Colorado,6465
Rio Grande County,8105,4.80576248204254,Colorado,11351
Routt County,8107,4.06597174669611,Colorado,24874
Saguache County,8109,0.788151149688548,Colorado,6468
San Juan County,8111,0.542015887968249,Colorado,544
San Miguel County,8113,2.39092161374022,Colorado,7968
Sedgwick County,8115,1.65560682558928,Colorado,2350
Summit County,8117,19.3127569068634,Colorado,30429
Teller County,8119,16.7134038838229,Colorado,24113
Washington County,8121,0.742125633265348,Colorado,4840
Weld County,8123,28.5867637840316,Colorado,295123
Yuma County,8125,1.64425030940475,Colorado,10069
Fairfield County,9001,583.416530368637,Connecticut,944348
Hartford County,9003,470.033815038414,Connecticut,894730
Litchfield County,9005,76.7709821644689,Connecticut,183031
Middlesex County,9007,170.798815273811,Connecticut,163368
New Haven County,9009,548.856987196354,Connecticut,859339
New London County,9011,156.079636094414,Connecticut,268881
Tolland County,9013,142.329636078855,Connecticut,151269
Windham County,9015,87.722911731784,Connecticut,116538
Kent County,10001,115.224293104264,Delaware,174822
New Castle County,10003,502.769618629628,Delaware,555133
Sussex County,10005,90.5489983667487,Delaware,219540
District of Columbia,11001,4322.95256868476,District of Columbia,684498
Alachua County,12001,116.11221044694,Florida,263148
Baker County,12003,18.3309927280302,Florida,27785
Bay County,12005,92.8857425187264,Florida,182482
Bradford County,12007,35.4351752844965,Florida,26979
Brevard County,12009,219.376463402181,Florida,576808
Broward County,12011,612.687716792382,Florida,1909151
Calhoun County,12013,9.82992818888334,Florida,14444
Charlotte County,12015,100.3107252744,Florida,176954
Citrus County,12017,94.9392779360695,Florida,143087
Clay County,12019,132.338017071032,Florida,207291
Collier County,12021,70.3852284247344,Florida,363922
Columbia County,12023,33.4544255734035,Florida,69105
DeSoto County,12027,22.0730089619394,Florida,36399
Dixie County,12029,9.00059326213749,Florida,16437
Duval County,12031,467.728698551137,Florida,924229
Escambia County,12033,183.081899788008,Florida,311522
Flagler County,12035,85.26646661771,Florida,107139
Franklin County,12037,8.31215404368312,Florida,11736
Gadsden County,12039,34.4130956542606,Florida,46017
Gilchrist County,12041,19.448926186859,Florida,17615
Glades County,12043,6.39644347212249,Florida,13363
Gulf County,12045,11.2010012488157,Florida,16055
Hamilton County,12047,10.7230118532973,Florida,14269
Hardee County,12049,16.4885295462253,Florida,27228
Hendry County,12051,13.3996999978578,Florida,40127
Hernando County,12053,149.202304427534,Florida,182696
Highlands County,12055,38.7514063752471,Florida,102101
Hillsborough County,12057,521.006609769935,Florida,1378883
Holmes County,12059,15.6664122190294,Florida,19430
Indian River County,12061,115.944983887054,Florida,150984
Jackson County,12063,20.3829482396152,Florida,48472
Jefferson County,12065,9.1057985960448,Florida,14105
Lafayette County,12067,6.21318745940191,Florida,8744
Lake County,12069,136.198886060663,Florida,335362
Lee County,12071,354.83076867816,Florida,718679
Leon County,12073,166.813926365297,Florida,288102
Levy County,12075,13.7976823582596,Florida,39961
Liberty County,12077,3.86534980170615,Florida,8365
Madison County,12079,10.2405680669381,Florida,18474
Manatee County,12081,194.239008473812,Florida,373853
Marion County,12083,84.6803073111943,Florida,348371
Martin County,12085,111.88677417727,Florida,157581
Miami-Dade County,12086,552.18707080322,Florida,2715516
Monroe County,12087,29.9780680807413,Florida,76325
Nassau County,12089,47.9609640013056,Florida,80578
Okaloosa County,12091,83.3178027745842,Florida,200737
Okeechobee County,12093,20.3743403689294,Florida,40572
Orange County,12095,565.200717904169,Florida,1321194
Osceola County,12097,98.4713680128207,Florida,338619
Palm Beach County,12099,284.088504026507,Florida,1446277
Pasco County,12101,264.027551864764,Florida,510593
Pinellas County,12103,1351.00989532327,Florida,957875
Polk County,12105,143.657352265679,Florida,668671
Putnam County,12107,38.5992312765178,Florida,72766
St. Johns County,12109,151.366952953632,Florida,235503
St. Lucie County,12111,206.388959617123,Florida,305591
Santa Rosa County,12113,65.0033215643945,Florida,170442
Sarasota County,12115,285.758092060701,Florida,412144
Seminole County,12117,567.903065071748,Florida,455086
Sumter County,12119,83.8573171646801,Florida,120999
Suwannee County,12121,24.6301590185062,Florida,43924
Taylor County,12123,8.17783965465098,Florida,22098
Union County,12125,24.1579476962471,Florida,15239
Volusia County,12127,184.991514788623,Florida,527634
Wakulla County,12129,20.2958573030993,Florida,31877
Walton County,12131,24.5031144322366,Florida,65858
Washington County,12133,16.2226218764404,Florida,24566
Appling County,13001,14.0182875557395,Georgia,18454
Atkinson County,13003,9.31124089772971,Georgia,8265
Bacon County,13005,15.2600776819772,Georgia,11228
Baker County,13007,3.60068267453104,Georgia,3189
Baldwin County,13009,67.5882661922328,Georgia,45286
Banks County,13011,30.7975218952869,Georgia,18510
Barrow County,13013,184.344920218884,Georgia,76887
Bartow County,13015,87.0643139398608,Georgia,103620
Ben Hill County,13017,26.4798479280579,Georgia,17154
Berrien County,13019,16.2019706578266,Georgia,19025
Bibb County,13021,237.623066850275,Georgia,153490
Bleckley County,13023,22.8491903321887,Georgia,12775
Brantley County,13025,16.1766057739402,Georgia,18561
Brooks County,13027,12.2323171507994,Georgia,15622
Bryan County,13029,31.6655471305199,Georgia,35885
Bulloch County,13031,42.7156701559742,Georgia,74782
Burke County,13033,10.5274926916547,Georgia,22550
Butts County,13035,49.9206754161867,Georgia,23750
Calhoun County,13037,8.85165962738022,Georgia,6428
Camden County,13039,32.2908812569128,Georgia,52714
Candler County,13043,17.1987992686963,Georgia,10827
Carroll County,13045,89.7672468336575,Georgia,116022
Catoosa County,13047,157.855196006551,Georgia,66299
Charlton County,13049,6.42590548774051,Georgia,12983
Chatham County,13051,255.886183169301,Georgia,287049
Chattahoochee County,13053,16.7130724648367,Georgia,10767
Chattooga County,13055,30.5811718001163,Georgia,24817
Cherokee County,13057,221.813708813594,Georgia,241910
Clarke County,13059,403.537333348598,Georgia,124602
Clay County,13061,5.92972984026365,Georgia,3001
Clayton County,13063,759.45246482218,Georgia,278666
Clinch County,13065,3.19447925159291,Georgia,6743
Cobb County,13067,846.689777438231,Georgia,745057
Coffee County,13069,28.0050693992946,Georgia,42961
Colquitt County,13071,32.1897996301434,Georgia,45606
Columbia County,13073,196.055278614709,Georgia,147295
Cook County,13075,29.0644541396056,Georgia,17184
Coweta County,13077,123.042865187318,Georgia,140516
Crawford County,13079,14.6686600722919,Georgia,12344
Crisp County,13081,32.3511107884024,Georgia,22846
Dade County,13083,36.0115590913012,Georgia,16227
Dawson County,13085,43.6980839621772,Georgia,23861
Decatur County,13087,17.34890995922,Georgia,26833
DeKalb County,13089,1071.7920829819,Georgia,743187
Dodge County,13091,16.285499626474,Georgia,20919
Dooly County,13093,13.6737975647166,Georgia,13905
Dougherty County,13095,106.967538551712,Georgia,91049
Douglas County,13097,273.692076766622,Georgia,141840
Early County,13099,7.79436025159484,Georgia,10348
Echols County,13101,3.66809197234582,Georgia,3994
Effingham County,13103,47.3273150187712,Georgia,58689
Elbert County,13105,21.127442362084,Georgia,19212
Emanuel County,13107,12.7641427625123,Georgia,22499
Evans County,13109,22.6453774279428,Georgia,10727
Fannin County,13111,24.8652643850687,Georgia,24925
Fayette County,13113,221.224786181653,Georgia,111369
Floyd County,13115,73.3273790003088,Georgia,96824
Forsyth County,13117,378.06996339422,Georgia,219880
Franklin County,13119,33.2339917840713,Georgia,22514
Fulton County,13121,749.058521812008,Georgia,1021902
Gilmer County,13123,27.1060380844981,Georgia,29922
Glascock County,13125,8.08220814930149,Georgia,3009
Glynn County,13127,77.2791669718452,Georgia,83974
Gordon County,13129,61.6211808728284,Georgia,56790
Grady County,13131,21.1748315418802,Georgia,24926
Greene County,13133,16.9081669198182,Georgia,16976
Gwinnett County,13135,809.14340930423,Georgia,902298
Habersham County,13137,61.7715786661054,Georgia,44289
Hall County,13139,192.529352773057,Georgia,195961
Hancock County,13141,6.99556886816091,Georgia,8535
Haralson County,13143,39.6220831044731,Georgia,28956
Harris County,13145,27.9599960296639,Georgia,33590
Hart County,13147,42.5786685588378,Georgia,25631
Heard County,13149,15.2313863595342,Georgia,11677
Henry County,13151,268.154557420516,Georgia,221307
Houston County,13153,155.733710394501,Georgia,151682
Irwin County,13155,10.0981130506659,Georgia,9268
Jackson County,13157,74.74438403913,Georgia,65755
Jasper County,13159,14.4460272949658,Georgia,13784
Jeff Davis County,13161,17.4909177350825,Georgia,14991
Jefferson County,13163,11.5650796520333,Georgia,15772
Jenkins County,13165,9.81249512390582,Georgia,8827
Johnson County,13167,12.3978226217626,Georgia,9730
Jones County,13169,27.980103507957,Georgia,28548
Lamar County,13171,38.9530507356868,Georgia,18513
Lanier County,13173,20.3643706911349,Georgia,10366
Laurens County,13175,22.6783854994221,Georgia,47418
Lee County,13177,31.8400917253285,Georgia,29348
Liberty County,13179,46.4305982337152,Georgia,62108
Lincoln County,13181,14.3131175098983,Georgia,7799
Long County,13183,17.5079687631685,Georgia,18156
Lowndes County,13185,88.9872835213199,Georgia,114582
Lumpkin County,13187,43.6002753447929,Georgia,31951
McDuffie County,13189,32.2381968767698,Georgia,21498
McIntosh County,13191,12.638723370644,Georgia,14120
Macon County,13193,12.9901425180433,Georgia,13480
Madison County,13195,39.5226853225484,Georgia,28900
Marion County,13197,8.94956109960987,Georgia,8484
Meriwether County,13199,16.2637569502872,Georgia,21113
Miller County,13201,7.97843486474542,Georgia,5836
Mitchell County,13205,16.9108827335968,Georgia,22432
Monroe County,13207,26.3288092260678,Georgia,27010
Montgomery County,13209,14.4677144370338,Georgia,9036
Morgan County,13211,20.2662264192495,Georgia,18235
Murray County,13213,44.3347249881379,Georgia,39557
Muscogee County,13215,350.83935993336,Georgia,196670
Newton County,13217,150.205820987053,Georgia,106497
Oconee County,13219,77.5367108320662,Georgia,37017
Oglethorpe County,13221,13.0007360813809,Georgia,14784
Paulding County,13223,192.672920342044,Georgia,155840
Peach County,13225,69.2877925634388,Georgia,26966
Pickens County,13227,51.2987815940398,Georgia,30832
Pierce County,13229,21.7338300364069,Georgia,19164
Pike County,13231,32.3089279847486,Georgia,18082
Polk County,13233,51.783386822014,Georgia,41621
Pulaski County,13235,17.4957879800467,Georgia,11295
Putnam County,13237,24.0870117181559,Georgia,21503
Quitman County,13239,5.81052366867161,Georgia,2276
Rabun County,13241,17.1666898234954,Georgia,16457
Randolph County,13243,6.3897145528507,Georgia,7087
Richmond County,13245,239.843615243626,Georgia,201463
Rockdale County,13247,264.746008548895,Georgia,89011
Schley County,13249,12.0544856644984,Georgia,5211
Screven County,13251,8.36452157406791,Georgia,13990
Seminole County,13253,13.7139019080113,Georgia,8437
Spalding County,13255,127.501094158326,Georgia,64719
Stephens County,13257,55.3365768406495,Georgia,25676
Stewart County,13259,5.08520343786853,Georgia,6042
Sumter County,13261,24.2693664142709,Georgia,30352
Talbot County,13263,6.29203325212707,Georgia,6378
Taliaferro County,13265,3.3033680027129,Georgia,1665
Tattnall County,13267,20.3586474670844,Georgia,25353
Taylor County,13269,8.39780335235246,Georgia,8193
Telfair County,13271,14.2280591829732,Georgia,16115
Terrell County,13273,10.187914747764,Georgia,8859
Thomas County,13275,31.7114458016362,Georgia,44730
Tift County,13277,59.9498072865275,Georgia,40510
Toombs County,13279,28.6897125699805,Georgia,27048
Towns County,13281,26.4810090551737,Georgia,11417
Treutlen County,13283,13.1202602551629,Georgia,6777
Troup County,13285,65.0710264419763,Georgia,69774
Turner County,13287,10.7707809475258,Georgia,7962
Twiggs County,13289,8.90295789330266,Georgia,8284
Union County,13291,27.3016935167964,Georgia,22775
Upson County,13293,31.2924161159643,Georgia,26216
Walker County,13295,59.5288518853342,Georgia,68824
Walton County,13297,106.491044834715,Georgia,90132
Ware County,13299,15.2861084393389,Georgia,35599
Warren County,13301,7.25881737107015,Georgia,5346
Washington County,13303,11.6431527692914,Georgia,20461
Wayne County,13305,17.9037743492414,Georgia,29767
Webster County,13307,4.8189795426296,Georgia,2613
Wheeler County,13309,10.373514697162,Georgia,7939
White County,13311,46.3944843552893,Georgia,28928
Whitfield County,13313,138.054912277575,Georgia,103849
Wilcox County,13315,9.04013343016203,Georgia,8846
Wilkes County,13317,8.12828005530707,Georgia,9884
Wilkinson County,13319,7.80258967487176,Georgia,9078
Worth County,13321,13.9743409343339,Georgia,20656
Hawaii County,15001,18.9443032718452,Hawaii,197658
Honolulu County,15003,634.951785126835,Hawaii,987638
Kalawao County,15005,2.41486762516734,Hawaii,75
Kauai County,15007,44.4580138369705,Hawaii,71377
Maui County,15009,54.9407690337212,Hawaii,165281
Ada County,16001,163.707537284,Idaho,446052
Adams County,16003,1.13864015268626,Idaho,4019
Bannock County,16005,29.5228912014428,Idaho,85065
Bear Lake County,16007,2.35920437177174,Idaho,5962
Benewah County,16009,4.51535940799831,Idaho,9086
Bingham County,16011,8.39976894677316,Idaho,45551
Blaine County,16013,3.21939897204532,Idaho,21994
Boise County,16015,1.45594566535497,Idaho,7163
Bonner County,16017,9.51459656421995,Idaho,42711
Bonneville County,16019,23.2567733570853,Idaho,112397
Boundary County,16021,3.51474434109841,Idaho,11549
Butte County,16023,0.449203570399456,Idaho,2602
Camas County,16025,0.318446854840014,Idaho,886
Canyon County,16027,139.584871920623,Idaho,212230
Caribou County,16029,1.51403709653206,Idaho,6918
Cassia County,16031,3.55385559289911,Idaho,23615
Clark County,16033,0.235846759431298,Idaho,1077
Clearwater County,16035,1.35754877852589,Idaho,8640
Custer County,16037,0.324825617302637,Idaho,4141
Elmore County,16039,3.31888684072303,Idaho,26433
Franklin County,16041,7.73288722379344,Idaho,13279
Fremont County,16043,2.68558104570415,Idaho,12965
Gem County,16045,11.7616501189543,Idaho,17052
Gooding County,16047,8.03046003838446,Idaho,15169
Idaho County,16049,0.744058926767492,Idaho,16337
Jefferson County,16051,9.87390716241396,Idaho,27969
Jerome County,16053,15.1417438278563,Idaho,23431
Kootenai County,16055,47.9142107312898,Idaho,153605
Latah County,16057,14.0819088304005,Idaho,39239
Lemhi County,16059,0.659734273004483,Idaho,7798
Lewis County,16061,3.1004515049236,Idaho,3845
Lincoln County,16063,1.71009803602199,Idaho,5321
Madison County,16065,31.8455797839537,Idaho,38705
Minidoka County,16067,10.514582258192,Idaho,20615
Nez Perce County,16069,18.2760330655698,Idaho,40155
Oneida County,16071,1.39311591006602,Idaho,4326
Owyhee County,16073,0.576771201812182,Idaho,11455
Payette County,16075,21.8637227697716,Idaho,23041
Power County,16077,2.12134991040186,Idaho,7713
Shoshone County,16079,1.83372653814181,Idaho,12526
Teton County,16081,9.52593881759456,Idaho,11080
Twin Falls County,16083,16.8098065446671,Idaho,83666
Valley County,16085,1.09569475023583,Idaho,10401
Washington County,16087,2.66418957752018,Idaho,10025
Adams County,17001,29.992259037991,Illinois,66427
Alexander County,17003,10.708250297672,Illinois,6532
Bond County,17005,16.9652347662018,Illinois,16712
Boone County,17007,73.7185219480631,Illinois,53606
Brown County,17009,8.43117635603494,Illinois,6675
Bureau County,17011,14.8299589799585,Illinois,33381
Calhoun County,17013,7.38968423293635,Illinois,4858
Carroll County,17015,12.6334193121584,Illinois,14562
Cass County,17017,13.0138879156302,Illinois,12665
Champaign County,17019,81.1842559295884,Illinois,209448
Christian County,17021,18.0841514650946,Illinois,33231
Clark County,17023,12.1937788018156,Illinois,15836
Clay County,17025,10.9975484825272,Illinois,13338
Clinton County,17027,30.6500709397065,Illinois,37628
Coles County,17029,39.299357270087,Illinois,51736
Cook County,17031,2134.42072675723,Illinois,5223719
Crawford County,17033,16.6133746343266,Illinois,19088
Cumberland County,17035,12.1270760458959,Illinois,10865
DeKalb County,17037,63.7241048515223,Illinois,104200
De Witt County,17039,15.5799801144212,Illinois,16042
Douglas County,17041,18.2679699564377,Illinois,19714
DuPage County,17043,1097.70680051702,Illinois,931743
Edgar County,17045,10.8630299616172,Illinois,17539
Edwards County,17047,11.2956593634926,Illinois,6507
Effingham County,17049,27.5603368670926,Illinois,34174
Fayette County,17051,11.706532832048,Illinois,21724
Ford County,17053,10.6528625244633,Illinois,13398
Franklin County,17055,36.943680045731,Illinois,39127
Fulton County,17057,15.7963952424465,Illinois,35418
Gallatin County,17059,6.16467697662848,Illinois,5157
Greene County,17061,9.39836155301362,Illinois,13218
Grundy County,17063,46.644806962227,Illinois,50509
Hamilton County,17065,7.30303389348068,Illinois,8221
Hancock County,17067,8.8105296870163,Illinois,18112
Hardin County,17069,8.72183743656334,Illinois,4009
Henderson County,17071,7.01690704691921,Illinois,6884
Henry County,17073,23.2055542691182,Illinois,49464
Iroquois County,17075,9.73335895913311,Illinois,28169
Jackson County,17077,38.7052838172043,Illinois,58551
Jasper County,17079,7.49232853627384,Illinois,9598
Jefferson County,17081,25.7999936808976,Illinois,38169
Jersey County,17083,23.0739793725671,Illinois,22069
Jo Daviess County,17085,14.029076058801,Illinois,21834
Johnson County,17087,14.1474274563546,Illinois,12602
Kane County,17089,394.636502174836,Illinois,530839
Kankakee County,17091,63.3866019091016,Illinois,111061
Kendall County,17093,150.248105765446,Illinois,124626
Knox County,17095,27.4842876292983,Illinois,50999
Lake County,17097,611.94739324599,Illinois,703619
LaSalle County,17099,37.5498747058932,Illinois,110401
Lawrence County,17101,16.7946684109801,Illinois,16189
Lee County,17103,18.3914861112112,Illinois,34527
Livingston County,17105,13.4384974362298,Illinois,36324
Logan County,17107,18.2453036402897,Illinois,29207
McDonough County,17109,20.2252309493411,Illinois,30875
McHenry County,17111,196.944784398385,Illinois,307789
McLean County,17113,56.5232912237484,Illinois,173219
Macon County,17115,70.8340270018603,Illinois,106512
Macoupin County,17117,20.4563674135153,Illinois,45719
Madison County,17119,143.252360427733,Illinois,265670
Marion County,17121,25.6865926944956,Illinois,38084
Marshall County,17123,11.7720236213709,Illinois,11794
Mason County,17125,9.86400599177725,Illinois,13778
Massac County,17127,23.4866643696286,Illinois,14430
Menard County,17129,15.1855196218911,Illinois,12367
Mercer County,17131,10.7967149338464,Illinois,15693
Monroe County,17133,34.007125494887,Illinois,33936
Montgomery County,17135,15.9175833505193,Illinois,29009
Morgan County,17137,23.3684917153687,Illinois,34426
Moultrie County,17139,16.8975955304236,Illinois,14703
Ogle County,17141,26.1245481041169,Illinois,51328
Peoria County,17143,115.120101251918,Illinois,184463
Perry County,17145,18.6897279380511,Illinois,21384
Piatt County,17147,14.4425944925032,Illinois,16427
Pike County,17149,7.31612607292227,Illinois,15754
Pope County,17151,4.44870380408097,Illinois,4249
Pulaski County,17153,10.8764030964637,Illinois,5611
Putnam County,17155,13.857164372232,Illinois,5746
Randolph County,17157,21.8420673609505,Illinois,32546
Richland County,17159,17.0298772967262,Illinois,15881
Rock Island County,17161,131.237789380647,Illinois,145275
